station,Date,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax,Next_Tmin
10,2013-07-17,25.1,23.3,78.24692535,95.94910431,25.69106438,23.13452367,6.62366571,33.26180571,0.563346054,0.585600276,0.600791451,0.273318913,0.093044735,0.037482964,0,0,37.4562,126.955,208.507,5.1782,5703.202637,28.7,23.6
11,2013-07-17,27,24,73.44565582,93.61263275,27.24095453,24.87510306,5.304328342,29.94500629,0.576502973,0.678208671,0.602447581,0.323788422,0.119011668,0.565905177,0,0,37.5372,127.085,28.7,0.6233,5694.289551,27,24
12,2013-07-17,24.5,22.3,72.99781036,94.14820862,26.48108926,24.19818804,6.232756108,25.02423893,0.548618186,0.558694442,0.546011053,0.361938457,0.143535536,0.114148874,0,0,37.5507,126.988,132.118,0.5931,5751.119141,28.2,22.9
13,2013-07-17,26.6,24.1,71.38240814,91.66793823,27.20878725,24.7591252,5.227693419,25.31644845,0.631317731,0.649179399,0.589652773,0.448361771,0.291403227,0.072253422,0,0,37.5776,127.083,59.8324,2.6865,5686.350098,26.6,23.9
14,2013-07-17,26.3,23.2,70.64071655,93.31009674,27.42763141,24.73818895,6.037457397,20.56651475,0.568163592,0.626833587,0.61051106,0.331285427,0.016884827,0.385115908,0,0,37.4967,126.927,30.968,0.618,5685.721191,28.9,23.8
15,2013-07-17,25,23,73.24514008,93.57889557,27.19719982,24.85592662,5.597804427,26.25383783,0.570720972,0.586431548,0.612579758,0.413991276,0.44014311,0.069577301,0,0,37.5507,126.937,30.0464,0.8552,5697.161133,28,23.4
16,2013-07-17,26.3,23.3,78.02250671,93.58643341,26.6776161,23.83005872,5.631972899,40.28569059,0.566528309,0.607722148,0.569567331,0.252762451,0.028269707,0.062957046,0,0,37.4697,126.995,82.2912,2.2579,5682.02002,27.5,22.9
17,2013-07-17,25.7,23.4,78.51716614,95.50086212,26.6608773,24.01819361,4.365125924,38.87145842,0.597537794,0.614559427,0.623480215,0.497116448,2.326585843,0.053713623,0,0,37.6181,127.099,53.4712,0.697,5700.312988,25.4,23.1
18,2013-07-17,26.7,23.8,77.8217392,93.45106506,26.75631067,24.03684142,4.920578549,39.23794736,0.563064374,0.617083725,0.613608792,0.263537814,0.008776587,0.247955089,0,0,37.4832,127.024,56.4448,1.2313,5689.92627,29.4,24
19,2013-07-17,24.9,23,75.75080109,95.0278244,26.59858173,24.4985266,5.51103435,29.42265636,0.591202938,0.577345079,0.619119213,0.419143823,1.856777995,0.065025198,0,0,37.5776,126.938,75.0924,1.7678,5723.936035,27,23.5
20,2013-07-17,25.6,23.4,87.73122406,99.88589478,25.61652549,23.62384641,8.847178896,31.8311588,0.590828244,0.551416868,0.460217065,0.324626677,3.830009683,0.162066853,0,0,37.6181,127.004,146.554,4.7296,5766.23877,26.6,23.7
21,2013-07-17,26.2,23.2,71.30457306,92.11553955,27.57434687,24.95506862,5.899095664,18.54605227,0.552625819,0.603082537,0.588107145,0.339666682,0.091522799,0.055082656,0,0,37.5507,127.04,26.298,0.5721,5688.612305,27.5,23.6
22,2013-07-17,27.1,23.9,75.71985626,93.62417603,27.07429712,24.8806165,5.101972649,32.0600007,0.555218106,0.668040276,0.591880018,0.283021762,0.052130152,0.785899639,0,0,37.5102,127.086,21.9668,0.1332,5680.842773,27.3,24
23,2013-07-17,26.2,24,76.09487915,94.49876404,26.93038293,24.61575104,5.430871129,34.51653123,0.597005702,0.590315779,0.608050462,0.370180968,0.596338018,0.071678175,0,0,37.5372,126.891,15.5876,0.1554,5679.824707,30,24
24,2013-07-17,26.4,23.9,72.67809296,93.90267944,27.26724603,24.78077982,5.68217658,29.00592677,0.581690518,0.590803845,0.613024902,0.367174483,0.189834891,0.220045138,0,0,37.5237,126.909,17.2956,0.2223,5678.131836,29.2,24
25,2013-07-17,26.3,23.7,71.7011261,92.61376953,27.60560835,24.97281815,5.714780986,21.104283,0.557582923,0.604508352,0.570331484,0.357821973,0.015070514,0.289519628,0,0,37.5237,126.97,19.5844,0.2713,5684.274902,28.5,23.9
1,2013-07-18,NaN,NaN,60.89119339,94.74777985,29.19553555,23.23697322,10.88103088,79.34927095,0.392393042,0.219701816,0.293889992,0.178251068,0,0,0,0.057357803,37.6046,126.991,212.335,2.785,5812.293457,27.6,21.8
2,2013-07-18,25.7,23.7,53.35930252,92.76081085,31.51180973,24.19750198,7.95023029,58.58338516,0.448421208,0.26697199,0.293847926,0.122265473,0,0,0,0.086244514,37.6046,127.032,44.7624,0.5141,5682.862305,30.3,22.6
3,2013-07-18,25.9,23.6,48.3421669,86.37254334,32.0825336,24.94211524,8.226273517,11.18082507,0.494666833,0.23788708,0.335480393,0.160803021,0,0,0,0.002212064,37.5776,127.058,33.3068,0.2661,5677.223633,30.5,23
4,2013-07-18,26.1,24,61.3823967,98.6078186,30.7440667,23.70637896,8.135633588,85.38895352,0.423778584,0.276791409,0.19190352,0.078999719,0,0,0,0.019544447,37.645,127.022,45.716,2.5348,5670.164063,30.9,23.7
5,2013-07-18,25.6,24.3,56.62057495,94.72927856,30.71089316,23.97722815,7.977654547,113.7103686,0.47720554,0.210874524,0.318530068,0.215507193,0,0,0,0,37.5507,127.135,35.038,0.5055,5671.518555,25,23.4
6,2013-07-18,28.3,24.1,51.51148605,87.06934357,31.42164216,24.93469525,7.949444791,36.41225962,0.483477151,0.197014551,0.2898287,0.18573797,0,0,0,0,37.5102,127.042,54.6384,0.1457,5685.702148,31.2,23.6
7,2013-07-18,28.2,23.9,63.23960114,90.74718475,29.74566593,24.68088826,8.614898761,124.1195724,0.478191176,0.184193276,0.256644965,0.265467182,0,0,0,0,37.5776,126.838,12.37,0.0985,5662.053223,30.9,24.4
8,2013-07-18,27.9,23.9,54.42513275,85.68632507,31.11642193,25.03907116,9.03161629,44.82285788,0.486132118,0.178717876,0.25051151,0.177215011,0,0,0,0,37.4697,126.91,52.518,1.5629,5673.949219,30.9,24
9,2013-07-18,28.8,23.3,60.93259048,89.23773956,30.11861509,24.51280497,9.482879221,98.30050425,0.474686681,0.163163093,0.238588323,0.226811453,0,0,0,0,37.4967,126.826,50.9312,0.4125,5690.475586,31.3,22.7
10,2013-07-18,27.5,23.8,56.38005447,84.06326294,30.00501863,24.27700845,8.719345142,65.2286609,0.438330729,0.166017852,0.187710549,0.172353549,0,0,0,0,37.4562,126.955,208.507,5.1782,5686.123535,29.8,22.2
11,2013-07-18,26.6,24.1,49.54647827,88.82795715,31.67459895,24.68869111,7.89140903,43.20098009,0.508894418,0.220078468,0.311619928,0.180671288,0,0,0,0,37.5372,127.085,28.7,0.6233,5678.985352,31.5,23.1
12,2013-07-18,27.5,23,51.86547852,85.74633789,30.94048575,24.58147564,9.120482365,23.0710931,0.494296968,0.234859283,0.284985132,0.178394646,0,0,0,0.001792907,37.5507,126.988,132.118,0.5931,5735.509766,31.4,22.6
13,2013-07-18,26.5,24,48.44046783,87.13308716,31.80974707,24.76872523,7.845304852,27.19619771,0.503097357,0.2207419,0.354410927,0.176943769,0,0,0,0,37.5776,127.083,59.8324,2.6865,5670.620117,31.2,23.2
14,2013-07-18,27.8,23.8,51.62692642,82.58809662,31.70801066,25.64020377,8.961450557,11.37484628,0.51146835,0.197752731,0.252297798,0.177155179,0,0,0,0,37.4967,126.927,30.968,0.618,5670.20166,31.4,23.4
15,2013-07-18,NaN,NaN,52.79540634,83.90284729,31.48008902,25.60726223,8.995135327,26.02230599,0.517180656,0.231422044,0.276836418,0.203288192,0,0,0,0.008702497,37.5507,126.937,30.0464,0.8552,5681.875,30.7,23.4
16,2013-07-18,26.7,23.4,56.61012268,87.68318176,30.81877691,24.74046942,7.512191047,91.59872707,0.445253173,0.157270366,0.202133636,0.173227491,0,0,0,0,37.4697,126.995,82.2912,2.2579,5665.88916,30.2,21.7
17,2013-07-18,25.3,23.6,57.28896332,95.01954651,30.82022149,23.43492094,7.518393636,121.9053494,0.455593727,0.211226276,0.344001378,0.20100198,0,0,0,0.042520463,37.6181,127.099,53.4712,0.697,5684.806641,30.9,21.5
18,2013-07-18,28.8,24.1,56.11956024,90.09631348,30.87152613,24.32672507,6.897027483,90.77952717,0.461214063,0.174507425,0.263475806,0.199085006,0,0,0,0,37.4832,127.024,56.4448,1.2313,5674.166992,32.6,23.4
19,2013-07-18,26.1,23.5,54.30526733,86.91696167,30.93822019,25.0684178,9.224128306,42.39441375,0.488189224,0.222755591,0.273324981,0.213835218,0,0,0,0.024551868,37.5776,126.938,75.0924,1.7678,5708.634766,30.1,23.4
20,2013-07-18,26.3,23.8,64.24790192,98.23594666,29.27475686,23.41502335,11.91112826,81.90767382,0.371869881,0.222123917,0.218907861,0.112270017,0,0,0,0.05874455,37.6181,127.004,146.554,4.7296,5751.265137,29.7,22.7
21,2013-07-18,27.1,23.6,49.14079285,86.49864197,32.01390616,24.96153141,8.509150475,11.31806471,0.505801516,0.217073583,0.319287664,0.163554282,0,0,0,0,37.5507,127.04,26.298,0.5721,5673.222656,30.2,22.9
22,2013-07-18,27.2,24.2,51.84231186,89.7844162,31.23055218,24.64511262,7.407377978,62.15376989,0.466882442,0.199354811,0.281990759,0.169024534,0,0,0,0,37.5102,127.086,21.9668,0.1332,5665.337891,31.7,23.7
23,2013-07-18,29.3,24,58.16307068,85.45917511,30.5429639,25.35201247,8.804804345,72.33542113,0.496494883,0.18574954,0.277090316,0.218851268,0,0,0,0.000162884,37.5372,126.891,15.5876,0.1554,5664.362793,31.7,24.1
24,2013-07-18,28.5,24,54.2780304,82.9223938,31.26784749,25.6333851,9.000083953,36.58479555,0.51485527,0.193595162,0.265058018,0.1928095,0,0,0,0,37.5237,126.909,17.2956,0.2223,5662.612793,31.8,24.5
25,2013-07-18,28.2,24,50.50523376,84.31435394,32.04521241,25.56950046,8.391022921,14.23447661,0.511479301,0.24101963,0.26200635,0.187521524,0,0,0,0,37.5237,126.97,19.5844,0.2713,5668.876465,31.4,23.6
1,2013-07-19,27.3,21.8,73.28359985,89.83158112,28.04994097,24.10745031,12.57727575,51.3234872,0.213099192,0.406163614,0.262613989,0.384802346,0,0,0,0,37.6046,126.991,212.335,2.785,5796.745117,27.5,22.5
2,2013-07-19,29.8,22.7,63.93186951,83.75222015,30.56333198,25.57100864,9.70423311,43.38205514,0.195271226,0.405665753,0.180221299,0.351718986,0,0,0,0,37.6046,127.032,44.7624,0.5141,5666.851563,30.8,23.1
3,2013-07-19,30.2,23.1,58.2477684,80.61665344,31.28041822,25.83550138,9.821746786,9.470287179,0.201475996,0.389677483,0.201814371,0.387480768,0,0,0,0,37.5776,127.058,33.3068,0.2661,5661.220703,30.8,24.4
4,2013-07-19,30.5,23.9,72.03299713,89.89664459,29.84630757,24.62411638,9.889169991,70.83528562,0.127932487,0.26803033,0.109857013,0.220705037,0,0,0,0,37.645,127.022,45.716,2.5348,5654.115723,31.5,25
5,2013-07-19,25,23.4,65.11640167,92.127388,30.21391984,24.51637653,8.66183126,85.96249835,0.142199745,0.297169712,0.280785745,0.379825319,0,0,2.47E-05,0,37.5507,127.135,35.038,0.5055,5655.37793,26,22.4
6,2013-07-19,30.8,23.7,59.54291534,83.8662262,30.74929229,25.26800485,8.725677113,34.34057442,0.142365938,0.291579007,0.170220119,0.355164783,0,0,0,0,37.5102,127.042,54.6384,0.1457,5669.556641,31.8,25.3
7,2013-07-19,30.3,24.5,73.3265686,89.01177216,28.87128711,25.16493115,10.0508824,97.02001921,0.244958645,0.411977866,0.257107676,0.343358787,0,0,0,0,37.5776,126.838,12.37,0.0985,5645.98291,30.6,25.3
8,2013-07-19,30.6,24.1,63.59670258,84.43861389,30.18737335,25.2515465,10.28146438,37.89323584,0.196366256,0.374359652,0.186748792,0.356674154,0,0.009418329,0,0,37.4697,126.91,52.518,1.5629,5657.645508,30.4,25.4
9,2013-07-19,31.1,22.8,69.64485931,87.00695038,29.14479082,24.85578626,10.75550179,77.91225394,0.2965118,0.413978164,0.197643808,0.3767081,0,0.006478846,0,0,37.4967,126.826,50.9312,0.4125,5674.463867,30,23.9
10,2013-07-19,29.6,22.3,64.12630463,85.55545044,29.14461211,24.55547365,11.03612119,56.15626287,0.129918724,0.276993635,0.123859198,0.247726862,0,0.006795937,0,0,37.4562,126.955,208.507,5.1782,5668.401855,29.9,24.1
11,2013-07-19,31.5,23.4,59.65831757,85.23960114,30.90142747,25.50294676,8.269694815,36.72282978,0.140821754,0.309644594,0.242854365,0.401074484,0,0,0,0,37.5372,127.085,28.7,0.6233,5663.089355,30.9,24.8
12,2013-07-19,31.2,22.7,62.1798439,81.69668579,29.91982127,25.61238314,10.57220491,19.60273262,0.222840756,0.422818979,0.180162402,0.375334788,0,0,0,0,37.5507,126.988,132.118,0.5931,5719.299805,31.6,23.6
13,2013-07-19,31.1,23.6,58.76735306,82.12427521,30.83029994,25.57326264,8.943344553,21.79103585,0.17275153,0.360571485,0.267196503,0.411886305,0,0,2.05E-05,0,37.5776,127.083,59.8324,2.6865,5654.287598,31.3,25.1
14,2013-07-19,31.3,23.6,61.64039612,81.69272614,30.6455588,25.82910698,10.41037452,11.42083639,0.211395669,0.399532161,0.184186692,0.344026834,0,0.006179922,0,0,37.4967,126.927,30.968,0.618,5654.083984,31.1,24.8
15,2013-07-19,29.9,23.7,64.17653656,81.43865967,30.20227955,26.02461172,9.962807139,21.17246946,0.243299601,0.457767267,0.235989217,0.373367211,0,0.002109815,0,0,37.5507,126.937,30.0464,0.8552,5665.998047,32.2,24.3
16,2013-07-19,29.9,21.8,62.82475662,83.45566559,30.30356811,25.11507765,8.820495456,84.53896475,0.117203425,0.234933517,0.080324527,0.226048824,0,0.002787132,0,0,37.4697,126.995,82.2912,2.2579,5649.142578,30.7,22.8
17,2013-07-19,30.1,21.9,66.31222534,88.8766098,30.04173242,24.43089711,8.430850863,91.11228422,0.182245195,0.371786116,0.282678811,0.392636924,0,0,0,0,37.6181,127.099,53.4712,0.697,5668.702637,30.9,22
18,2013-07-19,31.5,23.7,61.73230743,89.3961792,30.48390754,24.39266181,7.732819806,80.86942224,0.126457757,0.255321993,0.111736963,0.319444127,0,0.001953125,0,0,37.4832,127.024,56.4448,1.2313,5657.802246,33,25
19,2013-07-19,29.4,23.5,65.92669678,82.91825104,29.57168629,25.65871567,10.11971333,29.58868549,0.233663033,0.45257313,0.273511195,0.388116375,0,0,0,0,37.5776,126.938,75.0924,1.7678,5692.742676,30.6,24.1
20,2013-07-19,29.6,23,76.94223022,93.51631165,28.26131794,24.21394638,15.02241329,54.32289998,0.178958227,0.355275267,0.212511971,0.320377369,0,0,0,0,37.6181,127.004,146.554,4.7296,5735.703613,30.5,24.7
21,2013-07-19,30.1,23,58.36115646,81.58815765,31.23520036,25.70805286,9.3999149,10.37927411,0.180041902,0.358908906,0.178090493,0.377281807,0,0,0,0,37.5507,127.04,26.298,0.5721,5657.239258,30.3,24.4
22,2013-07-19,30.9,23.8,61.29154968,87.22451782,30.64541426,25.31655834,7.568945845,54.38406368,0.140540301,0.31415842,0.194713632,0.372478805,0,0,0.001569701,0,37.5102,127.086,21.9668,0.1332,5649.235352,32.7,25.2
23,2013-07-19,31.1,24.1,68.45847321,85.05660248,29.47216349,25.80345606,9.939733764,63.53133957,0.243110237,0.447513244,0.224803294,0.367324356,0,0.002870457,0,0,37.5372,126.891,15.5876,0.1554,5648.304688,31.2,25.8
24,2013-07-19,30.9,24.6,65.04489136,82.75650787,30.04045229,25.94399779,10.12097565,33.06611832,0.250876373,0.450163993,0.220715367,0.359042053,0,0.004777141,0,0,37.5237,126.909,17.2956,0.2223,5646.496582,31.1,25.9
25,2013-07-19,31.2,23.7,59.91453171,79.63101959,31.05683909,26.40998523,9.708333413,14.60589296,0.211813711,0.396205317,0.159164585,0.345448884,0,0.001953125,0,0,37.5237,126.97,19.5844,0.2713,5652.883301,31.2,25
1,2013-07-20,27.1,22.6,82.07360077,96.86425018,25.55338784,23.81470426,12.36141721,37.85404913,0.699380242,0.72092667,0.672009881,0.51950148,0.009735283,1.241563367,0.334992344,0,37.6046,126.991,212.335,2.785,5780.611328,25.6,22.9
2,2013-07-20,30.1,23.3,74.7634964,89.55015564,27.42594224,25.41206427,10.14619199,44.28325568,0.714783212,0.713435228,0.647727368,0.44553983,0.006625386,0.529371415,0.212557626,0,37.6046,127.032,44.7624,0.5141,5650.245605,28.1,24.6
3,2013-07-20,30.4,25,72.41886902,85.0809021,27.94995147,26.28479702,9.868026117,15.01029107,0.729450875,0.702746431,0.654371211,0.473348795,0,0.021863049,0.053460477,0,37.5776,127.058,33.3068,0.2661,5644.621582,29,25.4
4,2013-07-20,31.4,25.1,84.52702332,96.84829712,26.81111955,24.76707515,10.13025486,60.3395803,0.591616829,0.710458507,0.62960254,0.396953674,0.121459807,1.777943301,0.553778102,0,37.645,127.022,45.716,2.5348,5637.466309,29.4,25.9
5,2013-07-20,25.9,22.5,81.98206329,91.49467468,27.24712511,25.51326597,8.781628648,50.84314362,0.620404849,0.600770146,0.648565451,0.459689668,0,0,0.046011277,0,37.5507,127.135,35.038,0.5055,5638.637207,26.1,23.5
6,2013-07-20,31.1,25.4,74.60831451,85.53555298,27.48765303,26.09858626,8.923170726,29.87156359,0.650244656,0.628536756,0.687873964,0.479199246,0,0,0.038296236,0,37.5102,127.042,54.6384,0.1457,5652.810547,29.3,26.1
7,2013-07-20,29.8,25.5,84.14944458,93.99175262,26.26991763,24.80617228,9.277673364,61.62660225,0.777627761,0.665398885,0.628240287,0.529416831,0.082739109,2.077752173,0.484373629,0,37.5776,126.838,12.37,0.0985,5629.313965,28.9,25.6
8,2013-07-20,30.2,25.5,76.83918762,89.45420837,26.89544582,25.49003996,9.971440295,26.45045231,0.720356492,0.64406939,0.619472008,0.517441277,0.008482726,0.014978976,0.033786432,0,37.4697,126.91,52.518,1.5629,5640.737305,29.1,25.8
9,2013-07-20,29.8,24.1,83.1492157,92.80851746,26.41071554,24.9029537,10.02395997,46.329247,0.70474736,0.652672977,0.611653056,0.493776003,0.033464743,0.095510351,0.079152228,0,37.4967,126.826,50.9312,0.4125,5657.855469,29.5,25.2
10,2013-07-20,29.6,24.4,76.8135376,91.43122101,25.85215292,24.49582855,10.60970068,28.30016426,0.617593606,0.585246102,0.637192157,0.500525843,0.002041063,0.001431755,0.034208901,0,37.4562,126.955,208.507,5.1782,5650.036621,28.1,25.1
11,2013-07-20,30.1,25.1,73.02901459,86.22327423,27.66542798,26.18514907,8.849348009,30.1777883,0.666778303,0.650171408,0.668670306,0.468183006,0,0,0.03130956,0,37.5372,127.085,28.7,0.6233,5646.600098,29.4,26.3
12,2013-07-20,30.1,23.7,73.22358704,88.26454926,26.86019593,25.28114482,10.83131705,18.74899745,0.722432937,0.718815094,0.654253379,0.505996287,0.002996822,0.029993828,0.035767594,0,37.5507,126.988,132.118,0.5931,5702.487793,28.7,23.7
13,2013-07-20,30.7,25.2,71.4862442,83.93349457,27.49819795,26.20279718,9.201698403,18.05571375,0.720173157,0.708023185,0.660916432,0.463258945,0,0.001306736,0.037019877,0,37.5776,127.083,59.8324,2.6865,5637.350098,29.3,26.1
14,2013-07-20,30.7,25,73.88624573,87.54590607,27.39072721,25.85677844,10.29618339,15.68454939,0.71230882,0.67005814,0.636382017,0.504913224,0.007012949,0.015720007,0.033411784,0,37.4967,126.927,30.968,0.618,5637.367676,29.8,24.9
15,2013-07-20,31,24.7,74.62240601,88.07929993,27.49102965,25.83166893,9.686432223,30.03617392,0.735166655,0.69286073,0.65837529,0.509874365,0.005722842,0.173597217,0.064194418,0,37.5507,126.937,30.0464,0.8552,5649.52832,29,25
16,2013-07-20,30.6,22.8,76.06713867,88.79016876,27.1935129,25.53216099,8.888684531,48.46266659,0.594822064,0.607327665,0.623436917,0.480073896,0.000552447,0.001703563,0.072871876,0,37.4697,126.995,82.2912,2.2579,5631.779297,28.5,24.3
17,2013-07-20,30.2,22.2,77.80869293,89.35256195,26.93249606,25.46159696,8.129749437,49.79554141,0.708747973,0.799400318,0.7063011,0.474804963,0,0.137900972,0.171663434,0,37.6181,127.099,53.4712,0.697,5651.999512,29.2,24.8
18,2013-07-20,31.9,25.5,77.38051605,88.33602905,27.38666743,25.74807933,7.766852975,46.28036392,0.606205513,0.599728336,0.63915406,0.473800717,0,0.003339365,0.055152503,0,37.4832,127.024,56.4448,1.2313,5640.830566,29.7,26
19,2013-07-20,29.8,24.2,75.93497467,89.9002533,27.03547865,25.23505738,9.478744249,40.75131176,0.729884923,0.707853844,0.659656972,0.521153241,0.00681125,0.924415411,0.195403675,0,37.5776,126.938,75.0924,1.7678,5676.257813,28.8,25
20,2013-07-20,29.8,25,86.39839935,99.10374451,25.90326906,24.00389219,15.45059991,38.37517807,0.64479699,0.71031478,0.651785062,0.458237437,0.03438721,1.522264229,0.440622648,4.02E-05,37.6181,127.004,146.554,4.7296,5719.555664,28.5,25.2
21,2013-07-20,29.9,24.9,73.33784485,85.95596313,27.85035134,26.28221842,9.823944092,10.96248922,0.701747455,0.674129407,0.669050346,0.481221912,0,0.003904015,0.026487877,0,37.5507,127.04,26.298,0.5721,5640.659668,28.8,25.3
22,2013-07-20,30.3,25.3,74.16157532,88.56588745,27.6187795,26.13851443,8.458766937,47.79657332,0.609758776,0.595117611,0.68310612,0.454100267,0,0.001394753,0.022141279,0,37.5102,127.086,21.9668,0.1332,5632.53418,29.7,25.7
23,2013-07-20,30.5,26,78.83976746,90.79836273,27.04162075,25.56840944,9.512133857,50.75256602,0.712180707,0.677642385,0.658152626,0.513094658,0.011437141,0.272060057,0.084998793,0,37.5372,126.891,15.5876,0.1554,5631.648926,30.4,26.2
24,2013-07-20,30.7,26,76.14346313,88.98305511,27.35816223,25.81848339,9.94234101,30.91438274,0.704317602,0.679163015,0.665981189,0.514899913,0.009543022,0.045785485,0.044232704,0,37.5237,126.909,17.2956,0.2223,5629.780762,29.2,26.1
25,2013-07-20,30.8,25.3,71.37594604,86.29277802,27.85905519,26.16477414,9.755858382,16.03629076,0.718536042,0.665710463,0.639857785,0.526315413,0.004453429,0.007627881,0.026405838,0,37.5237,126.97,19.5844,0.2713,5636.294434,29.9,25.7
1,2013-07-21,25.2,23,90.09088898,98.45773315,25.99420685,23.49047951,12.37693854,34.37697224,0.836128776,0.94938706,0.651592286,0.721352288,9.537478816,15.58120632,0.081694429,0.830430246,37.6046,126.991,212.335,2.785,5763.888672,26.8,22.2
2,2013-07-21,27.9,24.9,82.52635193,95.34708405,28.01681658,24.99822631,9.39973555,49.22183808,0.804673293,0.925787187,0.601946975,0.725561229,7.587936443,20.15052048,0.116928756,2.018639743,37.6046,127.032,44.7624,0.5141,5633.040527,29.8,23.6
3,2013-07-21,28.7,25.7,76.92006683,93.07112122,28.79932432,25.24746065,9.534163256,47.11057556,0.806056894,0.900686089,0.549875209,0.698672087,6.317326702,20.36982602,0.044413383,3.052494059,37.5776,127.058,33.3068,0.2661,5627.421875,29.3,23.7
4,2013-07-21,28.8,26.1,87.08248138,97.4107132,27.88585131,24.7238481,9.706301769,50.1729089,0.810710258,0.885465261,0.642320973,0.582298374,9.266953391,13.08059657,0.328949629,0.38368341,37.645,127.022,45.716,2.5348,5620.059082,29.7,23.7
5,2013-07-21,26,23.9,76.5730896,95.31077576,28.9950491,25.0252085,9.502295732,62.99867121,0.780191117,0.935361269,0.51693302,0.662064702,5.288983742,21.62166078,0.084282289,2.788859367,37.5507,127.135,35.038,0.5055,5621.290039,26.6,23.2
6,2013-07-21,29.1,26.3,75.81263733,93.32753754,28.80240382,24.99498193,9.420915306,53.23137259,0.799164944,0.925145682,0.55659828,0.66641351,6.779376304,17.25289373,0.001265428,2.586656196,37.5102,127.042,54.6384,0.1457,5635.460449,30.8,24.3
7,2013-07-21,28.6,25.6,83.80974579,95.41643524,27.77813594,24.49508406,9.838659465,62.8916475,0.753803764,0.911410944,0.570035169,0.700339672,10.01044644,9.736506184,0,0.072034425,37.5776,126.838,12.37,0.0985,5612.043945,29.9,24.1
8,2013-07-21,28.7,26.1,79.79319,94.01912689,28.11969763,24.65485058,10.21196588,50.89792665,0.825234673,0.90553745,0.58185939,0.743346625,11.77846988,14.09849834,0,2.224976083,37.4697,126.91,52.518,1.5629,5623.22168,30.4,24.6
9,2013-07-21,29.2,25.2,81.78253174,95.72911072,27.8145213,24.31778993,10.54774328,57.32198358,0.821356508,0.889710652,0.583375531,0.686718185,14.5186296,13.54689815,0,0.147758212,37.4967,126.826,50.9312,0.4125,5640.645996,30.1,24.2
10,2013-07-21,27.7,25.6,81.03896332,95.58660126,27.23362717,23.98265556,10.93868186,55.88949909,0.773072259,0.879998787,0.525521162,0.690125035,9.706908427,15.83238706,0,2.170836806,37.4562,126.955,208.507,5.1782,5631.025391,29.2,24.3
11,2013-07-21,29.2,26.3,74.67340851,92.87313843,29.11674681,25.16007218,8.865145981,50.54454756,0.783728405,0.940160705,0.501901343,0.648337569,6.11923639,19.80145313,0.028181759,2.822154681,37.5372,127.085,28.7,0.6233,5629.513672,30.2,24
12,2013-07-21,28,23.9,79.3352356,93.74362946,27.57532945,24.40511289,10.31562078,44.35810347,0.81783716,0.903621886,0.604392383,0.729664027,8.718200941,21.27655758,0,2.216544043,37.5507,126.988,132.118,0.5931,5685.068848,30.4,23.1
13,2013-07-21,29.1,26.4,75.82430267,92.89459229,28.71514337,25.08985442,8.757171581,45.82196045,0.79283036,0.919194774,0.569297717,0.69072067,5.75860408,20.41414674,0.080925892,3.062538579,37.5776,127.083,59.8324,2.6865,5619.804688,29.7,24
14,2013-07-21,29.4,25,78.11147308,93.39684296,28.35208492,24.86793247,10.30403368,46.7480277,0.813445124,0.904462669,0.606386744,0.75207421,11.21714177,15.48400221,0,2.044074337,37.4967,126.927,30.968,0.618,5620.047852,30.2,24.4
15,2013-07-21,29,25.2,79.02375793,93.28019714,28.11843398,24.98149781,9.469208598,44.73722569,0.838791277,0.913214939,0.598526122,0.729168006,8.988470058,19.14545369,0,0.91889827,37.5507,126.937,30.0464,0.8552,5632.461914,29.8,23.8
16,2013-07-21,28,24.9,78.56460571,93.7281723,28.56109032,24.85335272,9.709662497,68.32016079,0.733317139,0.846735792,0.48678376,0.627245098,8.129922409,16.59093259,0,2.016657432,37.4697,126.995,82.2912,2.2579,5613.794922,30.1,23.8
17,2013-07-21,28.9,25,82.17126465,94.72774506,28.15510983,24.80854513,8.092245857,53.52729207,0.767470192,0.921501951,0.634606309,0.712088981,5.284775634,17.45908781,0.221414702,3.131187578,37.6181,127.099,53.4712,0.697,5634.69043,28.6,23.4
18,2013-07-21,29.3,26.2,76.4815979,93.43127441,28.93985184,25.04153718,8.867639015,67.56585185,0.768608123,0.879982203,0.515322547,0.638057077,7.033792319,16.78693353,0,1.728671163,37.4832,127.024,56.4448,1.2313,5623.249023,31.3,24.2
19,2013-07-21,27.9,25.1,80.49102783,94.5697403,27.5912241,24.5253787,9.387985269,43.37852387,0.83237193,0.912115163,0.600073113,0.714046868,9.991012588,14.68257538,0.000867103,0.546126445,37.5776,126.938,75.0924,1.7678,5659.175293,30,23.7
20,2013-07-21,27.8,25.4,93.11436462,99.39494324,26.4404208,24.04126977,15.17120111,31.65207149,0.81503729,0.949746367,0.633215166,0.647239229,9.566004196,15.34684014,0.167204384,0.815087101,37.6181,127.004,146.554,4.7296,5702.817383,29.4,23.8
